id,url,source,published,pre-label,header
cnnprima_042dbf95,https://cnn.iprima.cz/francouzsky-exprezident-nicolas-sarkozy-nastoupil-do-vezeni-odpykat-si-ma-petilety-trest-489339,CNNPrima,2025-10-21,N,Francouzský exprezident Sarkozy nastoupil do vězení. „Vítej!“ křičeli na něj odsouzení
cnnprima_d87a13d5,https://cnn.iprima.cz/vazna-dopravni-nehoda-na-kladensku-mely-se-stretnout-dve-nakladni-auta-na-miste-je-mrtvy-489267,CNNPrima,2025-10-20,N,Čelní srážka náklaďáků na Kladensku si vyžádala lidský život
cnnprima_4dae96fe,https://cnn.iprima.cz/urazeli-a-surove-bili-sveho-spoluzaka-stredoskolakum-z-bruntalska-hrozi-az-petilete-vezeni-489241,CNNPrima,2025-10-20,N,Středoškoláci surově zbili a oloupili spolužáka. Hrozí jim pět let vězení
cnnprima_a61af750,https://cnn.iprima.cz/revoluce-ve-skolni-jidelne-ve-zline-maji-finsky-bufet-zbytku-je-mnohem-mene-pochvaluje-si-reditel-488691,CNNPrima,2025-10-14,N,"Revoluce ve školní jídelně: Ve Zlíně mají finský bufet. Zbytků je mnohem méně, říká ředitel"
cnnprima_3b87a1d8,https://cnn.iprima.cz/smrtelna-nehoda-motorkare-v-kunraticich-486329,CNNPrima,2025-09-21,N,"Smrtelná nehoda motorkáře v Kunraticích: Zemřel po srážce s traktorem, policie nařídila pitvu"
cnnprima_cd10e724,https://cnn.iprima.cz/mladici-okradli-seniora-v-zatci-za-bileho-dne-policie-je-uz-dopadla-485551,CNNPrima,2025-09-12,N,"Mladíci okradli seniora v Žatci za bílého dne, ukazuje video. Policisté je dopadli u nich doma"
cnnprima_1554012f,https://cnn.iprima.cz/metro-na-namesti-republiky-srazilo-cloveka-je-zaklinen-pod-vozem-provoz-na-lince-b-stoji-482140,CNNPrima,2025-08-05,N,"Pád člověka do kolejiště pražského metra: Žena byla zaklíněna pod soupravou, provoz stál"
cnnprima_cfc14bf4,https://cnn.iprima.cz/hruza-na-oblibene-atrakci-10leta-divka-je-ve-vaznem-stavu-481828,CNNPrima,2025-08-01,N,"Hrůzná nehoda na bobové dráze: Desetiletou holčičku srazil vozík, je vážně zraněná"
cnnprima_18451aea,https://cnn.iprima.cz/pres-noc-multimilionarem-stastny-vyherce-trefil-kralovsky-jackpot-480160,CNNPrima,2025-07-14,N,"Přes noc multimilionářem. Výherce trefil královský jackpot, los ho vyšel na pakatel"
cnnprima_08d668ba,https://cnn.iprima.cz/chorvatska-policie-stale-patra-po-zrejme-mrtvem-cechovi-478674,CNNPrima,2025-06-26,N,Tajemství zmizení českého podnikatele: Chorvati marně hledají tělo. Policie začala zatýkat
cnnprima_4f5a8123,https://cnn.iprima.cz/drama-ve-frydlantu-v-rece-se-topily-dve-male-divky-478599,CNNPrima,2025-06-26,N,Drama ve Frýdlantu: V řece se topily dvě malé dívky. Z vody je zachránili náhodní kolemjdoucí
cnnprima_5ee0a4d3,https://cnn.iprima.cz/ostravska-zoo-poprve-odchovava-mladata-lemuru-sirokonosych-v-peci-lidi-jich-zije-jen-ctyricet-475921,CNNPrima,2025-06-02,N,Ostravská zoo poprvé odchovává mláďata lemurů širokonosých. V péči lidí jich žije jen čtyřicet
cnnprima_f612ab3c,https://cnn.iprima.cz/v-rijadu-se-sesly-delegace-usa-a-ukrajiny-jednaji-o-primeri-ve-valce-s-ruskem-469662,CNNPrima,2025-03-23,N,"Cílené a produktivní jednání, zhodnotili Ukrajinci schůzku s USA. Řešila se i energetika"
cnnprima_2350fef8,https://cnn.iprima.cz/svedkyne-popsala-minuty-pred-tragedii-v-hradci-466797,CNNPrima,2025-02-21,N,O vlásek unikla útočníkovi z Hradce. Zákaznice Jitka popsala momenty před tragédií
blesk_f09273e4,https://www.blesk.cz/clanek/celebrity-ceske-celebrity/837566/zesnuly-jan-potmesil-60-vzpominka-na-mladi-a-velke-role.html,Blesk,2026-04-17,N,Zesnulý Jan Potměšil (†60): Vzpomínka na mládí a velké role!
blesk_7e2e4b35,https://www.blesk.cz/clanek/regiony-praha-praha-krimi/837373/seniorce-chodil-pomahat-pak-ji-ubodal-18-let-za-tryznivou-vrazdu-starenky-ve-kbelich.html,Blesk,2026-04-15,N,"Seniorce chodil pomáhat, pak ji ubodal: 18 let za trýznivou vraždu stařenky ve Kbelích!"
blesk_3b91c4c3,https://www.blesk.cz/clanek/celebrity-serialy-filmy-kino-a-tv/826926/stahnete-si-kompletni-vanocni-tv-program-kdy-bude-popelka-pelisky-a-nove-pohadky.html,Blesk,2025-12-01,N,"STÁHNĚTE si kompletní vánoční TV program! Kdy bude Popelka, Pelíšky a nové pohádky?"
blesk_473472a9,https://www.blesk.cz/clanek/zpravy-krimi/822121/minuta-silenstvi-v-jablonci-muz-napadl-tehotnou-zenu-sekackem-hrozi-mu-19-let.html,Blesk,2025-09-16,N,"„Minuta šílenství“ v Jablonci: Muž napadl těhotnou ženu sekáčkem, hrozí mu 19 let"
blesk_bdc2f308,https://www.blesk.cz/clanek/zpravy-politika/819406/lipavsky-k-prevzeti-gazy-izraelem-je-to-riskantni-apeloval-na-zajisteni-humanitarni-pomoci.html,Blesk,2025-08-09,N,Lipavský k převzetí Gazy Izraelem: Je to riskantní. Apeloval na zajištění humanitární pomoci
blesk_d8688238,https://www.blesk.cz/clanek/celebrity-ceske-celebrity/819135/miss-universe-cesko-tomanova-finale-jedu-vyhrat.html,Blesk,2025-08-05,N,Miss Universe Česko Tomanová: Finále jedu vyhrát!
blesk_089eb90a,https://www.blesk.cz/clanek/regiony-plzen/814437/tragedie-v-plzni-tramvaj-tahla-muze-pul-kilometru-telo-pak-vypadlo-na-silnici.html,Blesk,2025-05-31,N,"Tragédie v Plzni: Tramvaj táhla muže půl kilometru, tělo pak vypadlo na silnici!"
blesk_79bc383e,https://www.blesk.cz/clanek/celebrity-ceske-celebrity/814360/prvni-potvrzeny-par-stardance-tour-tatiana-dykova-a-petr-cadek.html,Blesk,2025-05-30,N,První potvrzený pár StarDance Tour: Tatiana Dyková a Petr Čadek!
blesk_07d9a84b,https://www.blesk.cz/clanek/regiony-brno-brno-zpravy/810832/drama-na-d1-pacient-vyskocil-za-jizdy-ze-sanitky-zemrel.html,Blesk,2025-04-12,N,Drama na D1: Pacient vyskočil za jízdy ze sanitky! Zemřel
blesk_66d3c832,https://www.blesk.cz/clanek/zpravy-politika/810204/definitivni-konec-jihokorejskeho-prezidenta-ustavni-soud-odvolal-jun-sok-jola-z-funkce.html,Blesk,2025-04-04,N,Definitivní konec jihokorejského prezidenta: Ústavní soud odvolal Jun Sok-jola z funkce
blesk_06abbb59,https://www.blesk.cz/clanek/regiony-ostrava/809994/v-ostrave-vykolejily-dva-vagony-expresu-60-evakuovanych-zadny-zraneny.html,Blesk,2025-04-02,N,"V Ostravě vykolejily dva vagony expresu: 60 evakuovaných, žádný zraněný"
blesk_f741cc31,https://www.blesk.cz/clanek/zpravy-politika/809779/statni-dluh-dal-roste-je-to-problem-varuje-nku-tepe-i-system-dotaci-v-cesku.html,Blesk,2025-03-31,N,"Státní dluh dál roste, je to problém, varuje NKÚ. Tepe i systém dotací v Česku"
blesk_23221d9d,https://www.blesk.cz/clanek/celebrity-ceske-celebrity/808017/pepicek-zima-92-se-hudby-odmitl-vzdat-zpival-do-posledni-chvile.html,Blesk,2025-03-07,N,Pepíček Zíma (†92) se hudby odmítl vzdát: Zpíval do poslední chvíle!
blesk_a007f90e,https://www.blesk.cz/clanek/celebrity-ceske-celebrity/805502/hrdy-jan-cina-jsem-stastny-dedecek.html,Blesk,2025-02-04,N,Hrdý Jan Cina: Jsem šťastný „dědeček“!
reflex_244e8f7f,https://www.reflex.cz/clanek/veda/134818/artemis-nadeje-pro-navrat-na-mesic-neni-jista-soucasna-mise-ale-tomu-sanci-dava.html,Reflex,2026-04-02,N,Artemis: Naděje pro návrat na Měsíc není jistá. Současná mise ale tomu šanci dává
reflex_a5e3c59a,https://www.reflex.cz/clanek/komentare/134610/vladimir-spidla-chce-vzkrisit-socialni-demokracii-najde-pro-svuj-projekt-spojence-i-volice.html,Reflex,2026-03-19,N,Vladimír Špidla chce vzkřísit sociální demokracii. Najde pro svůj projekt spojence i voliče?
reflex_f1ff2bf7,https://www.reflex.cz/clanek/zpravy/133092/babis-predstavil-nominanty-na-ministry-stale-je-mezi-nimi-turek.html,Reflex,2025-11-26,N,Babiš představil nominanty na ministry. Stále je mezi nimi Turek
reflex_7c36645f,https://www.reflex.cz/clanek/kultura/132734/lucie-40-let-nejvetsi-turne-v-historii-kapely-startuje-uz-v-sobotu-8-listopadu-v-ostrave.html,Reflex,2025-11-03,N,Lucie 40 let: Největší turné v historii kapely startuje už v sobotu 8. listopadu v Ostravě
reflex_3ad5af8b,https://www.reflex.cz/clanek/rozhovory/132529/udelali-jsme-komedii-z-neceho-co-je-vazna-vec-rika-pavel-vacha-producent-filmu-na-plech-a-neco-za-neco.html,Reflex,2025-10-19,N,"Udělali jsme komedii z něčeho, co je vážná věc, říká Pavel Vácha, producent filmů Na plech a Něco za něco"
reflex_255b1248,https://www.reflex.cz/clanek/rozhovory/131268/ministryne-decroix-jsem-celozivotni-sprt-je-absurdni-ze-musim-obhajovat-sve-vzdelani.html,Reflex,2025-07-27,N,"Ministryně Decroix: Jsem celoživotní šprt. Je absurdní, že musím obhajovat své vzdělání"
reflex_7e8dbf71,https://www.reflex.cz/clanek/zpravy/131248/donald-trump-rozhodl-ze-spojene-staty-vystoupi-z-unesco-uvedl-bily-dum.html,Reflex,2025-07-22,N,"Donald Trump rozhodl, že Spojené státy vystoupí z UNESCO, uvedl Bílý dům"
reflex_30561262,https://www.reflex.cz/clanek/prostor-x/130914/novotny-nastoupil-na-pankrac-tohle-pro-me-neni-trest-jsem-prominentni-vezen-pracovat-tam-nebudu.html,Reflex,2025-07-02,N,"Novotný nastoupil na Pankrác: Tohle pro mě není trest. Jsem prominentní vězeň, pracovat tam nebudu"
reflex_d87f5154,https://www.reflex.cz/clanek/zpravy/130568/pisecky-soud-zprostil-janu-peterkovu-obzaloby-z-sireni-poplasne-zpravy.html,Reflex,2025-06-06,N,Písecký soud zprostil Janu Peterkovu obžaloby z šíření poplašné zprávy
reflex_c1b9a096,https://www.reflex.cz/clanek/radce/130383/jak-oblect-dite-do-skolky.html,Reflex,2025-05-30,N,Jak obléct dítě do školky?
reflex_6f06d8d7,https://www.reflex.cz/clanek/zpravy/130124/europoslanec-dostal-oslavi-konec-valky-v-moskve-moralne-odpudive-reaguje-nerudova.html,Reflex,2025-05-08,N,"Europoslanec Dostál oslaví konec války v Moskvě. Morálně odpudivé, reaguje Nerudová"
reflex_74fcb466,https://www.reflex.cz/clanek/zpravy/129947/papez-frantisek-dokazal-oslovovat-verici-i-neverici-uvedl-po-pohrbu-fiala-ocenil-schuzku-trumpa-se-zelenskym.html,Reflex,2025-04-26,N,"Papež František dokázal oslovovat věřící i nevěřící, uvedl po pohřbu Fiala. Ocenil schůzku Trumpa se Zelenskym"
reflex_f0088891,https://www.reflex.cz/clanek/radce/129230/tipy-na-knihy-ktere-vychazi-v-letosnim-roce.html,Reflex,2025-03-10,N,"Tipy na knihy, které vychází v letošním roce"
reflex_2778af09,https://www.reflex.cz/clanek/zajimavosti/129038/roboticke-sekacky-husqvarna-slavi-30-let.html,Reflex,2025-02-21,N,Robotické sekačky Husqvarna slaví 30 let
42tcen_3b668442,https://42tcen.com/entry/orbanuv-prorodinny-program-muze-byt-pro-cesko-vzorem-dolezal-uvedl-jak-spd-hodla-zvysit-porodnost,42tcen,2026-04-14,N,"Doležal uvedl, jak SPD hodlá zvýšit porodnost: Orbánův prorodinný program může být pro Česko vzorem."
42tcen_8b4a7b40,https://42tcen.com/entry/mame-vazne-vyhrady-k-ct-a-cro-a-proto-chceme-napravu-majerova-k-navrhu-na-zruseni-casti-poplatku,42tcen,2026-03-25,N,"Majerová k návrhu na zrušení části poplatků: Máme vážné výhrady k ČT a ČRo, a proto chceme nápravu."
42tcen_744417db,https://42tcen.com/entry/majerova-spojit-sily-se-slovenskem-a-madarskem-je-spravna-cesta-pevne-verim-ze-na-to-dojde,42tcen,2025-11-02,N,"Majerová: Spojit síly se Slovenskem a Maďarskem je správná cesta. Pevně věřím, že na to dojde"
42tcen_5be39ea1,https://42tcen.com/entry/trump-a-putin-se-setkaji-v-budapesti-mistrovsky-kousek-madarske-diplomacie-hodnoti-kobza,42tcen,2025-10-17,N,"Trump a Putin se setkají v Budapešti. Mistrovský kousek maďarské diplomacie, hodnotí Kobza"
42tcen_8eea24bf,https://42tcen.com/entry/vice-nez-capi-hnizdo-me-zajima-jak-slozite-a-dlouho-se-bude-sestavovat-nova-vlada-mini-jakl,42tcen,2025-06-27,N,"Více než Čapí hnízdo mě zajímá, jak složitě a dlouho se bude sestavovat nová vláda, míní Jakl"
42tcen_4556e443,https://42tcen.com/entry/clo-vzdy-poskozuje-obe-strany-ekonom-mach-rekl-jak-se-americka-opatreni-promitnou-do-obchodu-cr,42tcen,2025-02-04,N,"„Clo vždy poškozuje obě strany.“ Ekonom Mach řekl, jak se americká opatření promítnou do obchodu ČR"
cz24_9c9cb329,https://cz24.news/putin-vyzyva-ke-spojenectvi-s-cinou-v-oblasti-umele-inteligence-ai/,cz24news,2025-01-03,N,Putin vyzývá ke spojenectví s Čínou v oblasti umělé inteligence AI
cz24_282a0fb8,https://cz24.news/premier-babis-v-novorocnim-projevu-vlada-udela-vse-pro-to-aby-se-spolecnost-zacala-sjednocovat/,cz24news,2026-01-01,N,"Premiér Babiš V novoročním projevu: Vláda udělá vše pro to, aby se společnost začala sjednocovat"
cz24_93c276f2,https://cz24.news/petr-hajek-dela-vlada-co-slibila/,cz24news,2026-02-23,N,Petr Hájek: Dělá vláda co slíbila?
protiproud_793094fc,https://protiproud.info/vaclav-klaus-na-istropolis-summitu-2025-donald-trump-je-velkym-zdrojem-inspirace-jeho-vitezstvi-zatraslo-svetem-navrat-narodnich-zajmu-do-centra-politiky-stare-struktury-chteji-zvratit-/,Protiproud,2025-03-10,N,Václav Klaus na Istropolis Summitu 2025: Donald Trump je velkým zdrojem inspirace.
protiproud_1f57674a,https://protiproud.info/podvolil-se-az-vecnosti-zemrel-petr-hannig-mimoradny-talent-muz-mnoha-profesi-spousta-hvezd-mu-vdeci-za-svou-existenci-byl-uspesny-i-ve-svete-ale-vzdy-se-vratil-miloval-svou-vlast-bude-/,Protiproud,2025-01-25,N,"Podvolil se až Věčnosti: Zemřel Petr Hannig. Mimořádný talent, muž mnoha profesí."
protiproud_e38ef8cd,https://protiproud.info/iran-trump-lze-o-ukonceni-valky-my-rozhodneme-kdy-ji-ukoncime-izraelske-radary-u-tel-avivu-zniceny-zakladny-usa-vazne-poskozeny-americti-vojaci-po-hotelech-trump-volal-putinovi-kvuli-ir/,Protiproud,2026-03-12,N,"Nové íránské vedení: My rozhodneme, kdy ukončíme válku."
ct24_924e3624,https://ct24.ceskatelevize.cz/clanek/domaci/vnitro-zrusilo-krizovy-informacni-tym-pomahal-i-pri-povodnich-371423,CT24,2026-03-18,P,"Vnitro zrušilo Krizový informační tým, pomáhal i při povodních"
ct24_20c6948e,https://ct24.ceskatelevize.cz/clanek/svet/cinu-zaplavili-krysi-lide-cast-mladych-praci-predstira-364170,CT24,2025-08-21,P,Čínu zaplavili „krysí lidé“. Část mladých práci předstírá
ct24_52580961,https://ct24.ceskatelevize.cz/clanek/svet/prorusky-podnikatel-nabizi-moldavanum-platby-za-protivladni-protesty-363939,CT24,2025-08-12,P,Proruský podnikatel nabízí Moldavanům platby za protivládní protesty
ct24_408efcec,https://ct24.ceskatelevize.cz/clanek/domaci/klesa-spotreba-klasickeho-piva-lide-casto-sahaji-po-nealku-363915,CT24,2025-08-12,P,"Klesá spotřeba klasického piva, lidé často sahají po „nealku“"
ct24_b7cb6cab,https://ct24.ceskatelevize.cz/clanek/svet/rusky-poslanec-jedenactkrat-hlasoval-ze-zahrobi-363274,CT24,2025-07-23,P,Ruský poslanec jedenáctkrát hlasoval ze záhrobí
ct24_18eebe17,https://ct24.ceskatelevize.cz/clanek/regiony/obec-svazela-odpad-do-lesa-ted-dostala-cenu-za-zvelebovani-verejneho-prostoru-362104,CT24,2025-06-18,P,Obec svážela odpad do lesa. Teď dostala cenu za zvelebování veřejného prostoru
ct24_47f861b9,https://ct24.ceskatelevize.cz/clanek/veda/trumpovy-vyhazovy-zpusobuji-chaos-nejen-mezi-jadernymi-experty-358201,CT24,2025-10-23,P,Trumpovy vyhazovy způsobují chaos nejen mezi jadernými experty
ct24_493922f3,https://ct24.ceskatelevize.cz/clanek/domaci/v-socialnich-sluzbach-chybi-tri-tisice-pracovniku-358042,CT24,2025-02-12,P,V sociálních službách chybí tři tisíce pracovníků
ct24_4a9b05cf,https://ct24.ceskatelevize.cz/clanek/domaci/nekterym-zubarum-chybi-anestetika-358019,CT24,2025-02-12,P,Některým zubařům chybí anestetika
ct24_69003bcf,https://ct24.ceskatelevize.cz/clanek/svet/v-usa-vznika-oligarchie-prohlasil-biden-v-zaverecnem-projevu-357134,CT24,2025-01-16,P,"V USA vzniká oligarchie, ohrožuje demokracii, prohlásil Biden"
irozhlas_951634f8,https://www.irozhlas.cz/zpravy-svet/v-cine-se-siri-respiracni-nemoc-zpusobena-virem-na-ktery-neni-vakcina-pandemii_2501061118_jva,iRozhlas,2025-01-06,P,"V Číně se šíří respirační nemoc způsobená virem, na který není vakcína. Pandemii ale nejspíš nezpůsobí"
irozhlas_0126dd55,https://www.irozhlas.cz/zpravy-svet/donalda-trumpa-ukrajina-nebavi-a-nezajima-jeho-cilem-je-odklon-ruska-od-ciny_2504250801_kvr,iRozhlas,2025-04-25,P,"Donalda Trumpa Ukrajina nebaví a nezajímá. Jeho cílem je odklon Ruska od Číny, míní Romancov"
irozhlas_70c92b3b,https://www.irozhlas.cz/zpravy-svet/trumpova-vyjadreni-jsou-matouci-a-casto-si-odporuji-zalezi-na-tom-jakou-ma_2504271619_ntu,iRozhlas,2025-04-27,P,"Trumpova vyjádření jsou matoucí a často si odporují. Záleží na tom, jakou má náladu, říká analytik"
irozhlas_1a3e9c30,https://www.irozhlas.cz/komentare/stop-vyplaceni-eurofondu-merzovo-varovani-ficove-vlade_2505300629_cen,iRozhlas,2025-05-30,P,Stop vyplácení eurofondů? Merzovo varování Ficově vládě
irozhlas_a2127e64,https://www.irozhlas.cz/ekonomika/studenti-si-letos-za-spolubydleni-nebo-pronajem-bytu-opet-priplati-nejdraze_2508030739_ntu,iRozhlas,2025-08-03,P,Studenti si letos za spolubydlení nebo pronájem bytu opět připlatí. Nejdráže vychází Praha a Brno
irozhlas_5fbf1b22,https://www.irozhlas.cz/zpravy-svet/prochazkova-rusove-se-v-estonsku-citi-jako-obcane-druhe-kategorie-do-ruska-ale_2508301015_fso,iRozhlas,2025-08-30,P,"Procházková: Rusové se v Estonsku cítí jako občané druhé kategorie, do Ruska ale odejít nechtějí"
irozhlas_754d2e76,https://www.irozhlas.cz/zpravy-svet/s-iranem-nebude-zadna-dohoda-krome-bezpodminecne-kapitulace-uvedl-trump_2603061626_cen,iRozhlas,2026-03-06,P,"S Íránem nebude žádná dohoda kromě bezpodmínečné kapitulace, uvedl Trump"
irozhlas_63a2b953,https://www.irozhlas.cz/zpravy-domov/zajimava-zprava-o-stavu-ceske-verejnosti-hodnoti-politolog-vysledky-pruzkumu-k_2511191550_ako,iRozhlas,2025-11-19,P,"Zajímavá zpráva o stavu české veřejnosti, hodnotí politolog výsledky průzkumu k Babišovu střetu zájmů"
irozhlas_c3087adf,https://www.irozhlas.cz/veda-technologie/priroda/na-vetsine-uzemi-ceska-se-prohlubuje-pudni-sucho-absence-vlahy-uz-se-projevuje_2604151755_ntu,iRozhlas,2026-04-15,P,Na většině území Česka se prohlubuje půdní sucho. Absence vláhy už se projevuje na setí obilí a řepky
irozhlas_058e3d74,https://www.irozhlas.cz/zpravy-domov/vladni-navrh-zasahuje-do-svobody-verejnopravnich-medii-shoduji-se-cro-a-ct-v_2604201359_elev,iRozhlas,2026-04-20,P,"Vládní návrh zasahuje do svobody veřejnoprávních médií, shodují se ČRo a ČT v prohlášení"
seznam_f5808c21,https://www.seznamzpravy.cz/clanek/ekonomika-firmy-poskozuje-tchaj-wan-cesky-byznys-investice-mluvi-jasne-304402,SeznamZpravy,2026-04-20,P,Poškozuje Tchaj-wan český byznys? Investice mluví jasně
seznam_8c4b5fa6,https://www.seznamzpravy.cz/clanek/ekonomika-ocima-byznysu-komentar-nebezpecny-otaznik-nad-vyhodnosti-investice-do-bytu-303734,SeznamZpravy,2026-04-14,P,Komentář: Nebezpečný otazník nad výhodností investice do bytů
seznam_2cdf014b,https://www.seznamzpravy.cz/clanek/ekonomika-brusel-predstavil-normu-ktera-ma-snizit-zavislost-na-cine-300599,SeznamZpravy,2026-03-04,P,"Brusel představil normu, která má snížit závislost na Číně"
seznam_ade53f05,https://www.seznamzpravy.cz/clanek/zahranicni-komentar-kmotr-donald-buduje-vlastni-osn-a-ceka-kdo-polibi-prsten-297500,SeznamZpravy,2026-01-28,P,"Komentář: Kmotr Donald buduje vlastní OSN. A čeká, kdo políbí prsten"
seznam_6bfe4020,https://www.seznamzpravy.cz/clanek/domaci-politika-komentar-kolik-penez-chybi-v-rozpoctu-do-tolika-ani-neumime-pocitat-291326,SeznamZpravy,2025-11-11,P,Komentář: Kolik peněz chybí v rozpočtu? Do tolika ani neumíme počítat
seznam_c16a9924,https://www.seznamzpravy.cz/clanek/zahranicni-trump-zase-pritvrdil-vuci-rusku-nechce-byt-za-putinova-klauna-rika-expert-289922,SeznamZpravy,2025-10-23,P,"Trump zase přitvrdil vůči Rusku. Nechce být za Putinova klauna, říká expert"
seznam_84fce7c3,https://www.seznamzpravy.cz/clanek/zahranicni-putin-se-chysta-zautocit-na-dalsi-evropskou-zemi-varuje-zelenskyj-287189,SeznamZpravy,2025-09-27,P,"Putin se chystá zaútočit na další evropskou zemi, varuje Zelenskyj"
seznam_ec7af84b,https://www.seznamzpravy.cz/clanek/domaci-zivot-v-cesku-hrozi-masovy-uhyn-zajicu-do-ceska-se-dostala-nemoc-cervenych-oci-284867,SeznamZpravy,2025-08-28,P,Rána pro přírodu. Do Česka se dostala nemoc červených očí
seznam_9d51f4c1,https://www.seznamzpravy.cz/clanek/domaci-politika-pet-veci-ktere-babisova-vlada-zmeni-v-prvnich-chvilich-u-moci-294302,SeznamZpravy,2025-12-16,P,"Pět věcí, které Babišova vláda změní v prvních chvílích u moci"
seznam_a8cc7aeb,https://www.seznamzpravy.cz/clanek/domaci-zivot-v-cesku-vychovavame-generaci-diabetiku-cukrovky-pribyva-a-to-i-mezi-detmi-280856,SeznamZpravy,2025-07-28,P,"„Vychováváme generaci diabetiků.“ Cukrovky přibývá, a to i mezi dětmi"
seznam_6efbfd91,https://www.seznamzpravy.cz/clanek/zahranicni-utok-na-iran-odkryl-pozoruhodne-trhliny-v-nove-ose-zla-280432,SeznamZpravy,2025-07-04,P,Útok na Írán odkryl pozoruhodné trhliny v nové „ose zla“
seznam_79d1e238,https://www.seznamzpravy.cz/clanek/zahranicni-ze-stedreho-bankere-vymahacem-cina-si-jde-k-chudym-pro-obri-dluh-278312,SeznamZpravy,2025-06-17,P,Ze štědrého bankéře vymahačem: Čína si jde k chudým pro obří dluh
seznam_93aeb89e,https://www.seznamzpravy.cz/clanek/domaci-politika-cilem-je-uplne-zniceni-izraele-a-vyvrazdeni-vsech-zidu-sveta-rika-politicka-277878,SeznamZpravy,2025-05-29,P,"Cílem je úplné zničení Izraele a vyvraždění všech židů světa, říká politička"
seznam_0324b78f,https://www.seznamzpravy.cz/clanek/zahranicni-zpravy-z-bojiste-ukrajinci-chteji-rozsirit-zonu-smrti-277363,SeznamZpravy,2025-05-23,P,Zprávy z bojiště: Ukrajinci chtějí rozšířit zónu smrti
seznam_bac8d142,https://www.seznamzpravy.cz/clanek/ekonomika-cash-only-cesku-hrozi-prusvih-s-elektrinou-politici-riziko-znali-ale-neresili-275081,SeznamZpravy,2025-04-27,P,"Cash Only: Česku hrozí průšvih s elektřinou. Politici riziko znali, ale neřešili"
seznam_9d2cb589,https://www.seznamzpravy.cz/clanek/zahranicni-na-ukrajine-zemrelo-nebo-bylo-zraneno-900-000-ruskych-vojaku-273346,SeznamZpravy,2025-04-04,P,Na Ukrajině zemřelo nebo bylo zraněno 900 000 ruských vojáků
seznam_660a95e0,https://www.seznamzpravy.cz/clanek/zahranicni-komentar-trump-ameriku-neposiluje-ale-oslabuje-skrti-svobodnou-evropu-272028,SeznamZpravy,2025-03-18,P,"Komentář: Trump Ameriku neposiluje, ale oslabuje. Škrtí Svobodnou Evropu"
seznam_539e44fa,https://www.seznamzpravy.cz/clanek/zahranicni-dalsi-preslap-v-usa-v-ramci-skrtu-vyhodili-i-ty-kteri-resili-ptaci-chripku-270297,SeznamZpravy,2025-02-19,P,"Další přešlap v USA. V rámci škrtů vyhodili i ty, kteří řešili ptačí chřipku"
seznam_b42f478a,https://www.seznamzpravy.cz/clanek/sport-ekonomiku-muze-obezita-brzo-ochromit-jako-covid-varuje-sef-nsa-sebek-269344,SeznamZpravy,2025-02-05,P,"Ekonomiku může obezita brzo ochromit jako covid, varuje šéf NSA Šebek"
novinky_d4b9b916,https://www.novinky.cz/clanek/ekonomika-po-proslem-mase-plesnive-muffiny-v-kfc-nasla-inspekce-dalsi-problemove-jidlo-40551743,Novinky,2025-12-03,P,Po prošlém mase plesnivé muffiny. V KFC našla inspekce další problémové jídlo
novinky_391948c3,https://www.novinky.cz/clanek/internet-a-pc-mobil-chytre-telefony-podrazi-uz-pristi-rok-40551707,Novinky,2025-12-03,P,Chytré telefony podraží. Už příští rok
novinky_219e89e2,https://www.novinky.cz/clanek/domaci-co-se-domluvilo-neplati-developer-klientum-skokove-navysuje-ceny-bytu-40546662,Novinky,2025-12-03,P,"Co se domluvilo, neplatí. Developer klientům skokově navyšuje ceny bytů"
novinky_bc29cdf2,https://www.novinky.cz/clanek/domaci-na-zloutenku-zemreli-dalsi-lide-40548127,Novinky,2025-11-10,P,Na žloutenku zemřeli další lidé
novinky_d5912146,https://www.novinky.cz/clanek/domaci-na-problemy-na-katolicke-teologicke-fakulte-si-posviti-urady-40534414,Novinky,2025-08-15,P,Na problémy na Katolické teologické fakultě si posvítí úřady
novinky_eede0ba6,https://www.novinky.cz/clanek/zahranicni-amerika-miliardar-musk-se-opet-lisa-k-trumpovi-40528498,Novinky,2025-07-02,P,Miliardář Musk se opět lísá k Trumpovi
novinky_a6372d45,https://www.novinky.cz/clanek/ekonomika-ikea-stahuje-z-prodeje-dalsi-kuchynskou-pomucku-40525265,Novinky,2025-06-11,P,IKEA stahuje z prodeje další kuchyňskou pomůcku
novinky_eac8204e,https://www.novinky.cz/clanek/ekonomika-cesko-muze-mit-dalsi-jadernou-elektrarnu-40520818,Novinky,2025-05-12,P,Česko může mít další jadernou elektrárnu
novinky_85e4e3d0,https://www.novinky.cz/clanek/ekonomika-tesla-se-stava-propadakem-musk-jen-sleduje-jak-ostatni-rostou-40520300,Novinky,2025-05-07,P,"Tesla se stává propadákem. Musk jen sleduje, jak ostatní rostou"
novinky_070a00e3,https://www.novinky.cz/clanek/domaci-geopark-cesky-raj-muze-prijit-o-statut-unesco-40520273,Novinky,2025-05-07,P,Geopark Český ráj může přijít o status UNESCO
novinky_ce1d6174,https://www.novinky.cz/clanek/ekonomika-zlato-pokorilo-dalsi-rekord-40517636,Novinky,2025-04-22,P,Zlato díky Trumpovi zdražilo už na 3500 dolarů
